student_id,gender,school_type,city,parent_education,study_hours,attendance,sleep_hours,activities,internet,math,science,arabic,english
S0541,أنثى,حكومية,الدمام,ثانوي,19.3,81.4,7.9,لا,نعم,74,73,87,77
S0542,أنثى,حكومية,الدمام,جامعي,19.0,90.7,6.3,نعم,نعم,86,78,83,69
S0543,أنثى,أهلية,الرياض,دراسات عليا,15.9,94.3,6.0,نعم,نعم,58,64,82,80
S0544,أنثى,حكومية,الدمام,ابتدائي,10.6,82.1,7.6,نعم,نعم,59,46,54,54
S0545,أنثى,أهلية,الرياض,ثانوي,10.2,88.5,6.3,لا,نعم,64,65,66,68
S0546,ذكر,حكومية,الرياض,جامعي,7.0,98.4,7.7,لا,نعم,73,71,67,67
S0547,ذكر,حكومية,جدة,ثانوي,11.6,96.7,8.4,لا,نعم,59,61,66,53
S0548,أنثى,حكومية,الرياض,دراسات عليا,12.7,99.1,6.7,لا,نعم,82,94,97,72
S0549,أنثى,أهلية,جدة,ابتدائي,8.8,90.3,,نعم,نعم,43,62,63,71
S0550,أنثى,حكومية,جدة,ثانوي,12.0,100,6.9,نعم,نعم,93,96,94,100
S0551,أنثى,حكومية,جدة,دراسات عليا,10.8,90.9,8.2,لا,لا,68,77,77,77
S0552,ذكر,حكومية,الرياض,جامعي,13.1,74.8,5.7,نعم,نعم,67,66,76,70
S0553,ذكر,أهلية,الرياض,ثانوي,6.7,83.2,7.7,لا,نعم,49,56,65,58
S0554,أنثى,حكومية,الرياض,ثانوي,9.5,93.7,6.7,لا,لا,48,63,75,63
S0555,أنثى,أهلية,الرياض,ثانوي,11.8,73.7,8.3,نعم,نعم,57,60,62,61
S0556,ذكر,حكومية,جدة,ثانوي,6.6,83.4,6.9,لا,نعم,23,36,41,43
S0557,أنثى,حكومية,أبها,ثانوي,17.0,92.6,5.3,نعم,نعم,71,68,78,64
S0558,ذكر,أهلية,جدة,ثانوي,15.8,90.0,6.7,لا,نعم,74,68,74,79
S0559,أنثى,أهلية,الرياض,جامعي,6.9,84.0,5.5,لا,نعم,53,60,70,71
S0560,أنثى,حكومية,جدة,دراسات عليا,15.4,78.3,7.5,لا,نعم,74,80,75,71
S0561,أنثى,حكومية,جدة,دراسات عليا,13.7,92.9,6.2,نعم,نعم,66,67,83,75
S0562,ذكر,أهلية,جدة,دراسات عليا,10.3,77.0,5.7,نعم,نعم,62,57,65,75
S0563,أنثى,حكومية,الرياض,جامعي,18.9,99.6,5.3,نعم,لا,79,79,84,73
S0564,ذكر,حكومية,الرياض,جامعي,10.0,95.6,6.8,نعم,نعم,65,69,68,64
S0565,ذكر,حكومية,الدمام,دراسات عليا,16.3,86.0,,لا,نعم,68,76,75,70
S0566,أنثى,أهلية,أبها,جامعي,,88.8,6.8,نعم,نعم,80,77,81,89
S0567,ذكر,حكومية,الرياض,دراسات عليا,13.7,82.7,6.9,نعم,نعم,67,72,78,70
S0568,ذكر,حكومية,جدة,ابتدائي,13.0,84.3,7.1,لا,نعم,50,64,77,57
S0569,أنثى,أهلية,جدة,جامعي,16.9,89.2,7.9,نعم,لا,63,69,76,82
S0570,ذكر,حكومية,الدمام,ثانوي,20.3,78.1,,لا,نعم,63,74,78,81
S0571,ذكر,أهلية,الرياض,جامعي,1.5,91.3,7.7,نعم,نعم,59,54,63,61
S0572,أنثى,حكومية,الدمام,ثانوي,11.4,95.7,6.2,لا,نعم,53,56,64,61
S0573,ذكر,أهلية,جدة,ثانوي,4.1,84.8,6.5,نعم,نعم,49,52,44,52
S0574,ذكر,حكومية,أبها,جامعي,13.2,94.4,6.5,نعم,نعم,82,80,73,91
S0575,أنثى,حكومية,أبها,جامعي,11.8,85.0,9.0,نعم,لا,62,46,60,66
S0576,ذكر,أهلية,الدمام,جامعي,2.0,100,6.6,لا,نعم,69,57,67,63
S0577,ذكر,حكومية,الرياض,ثانوي,11.4,84.1,7.3,لا,نعم,59,50,59,57
S0578,أنثى,حكومية,الرياض,ابتدائي,14.7,89.2,7.1,نعم,نعم,63,68,74,65
S0579,أنثى,حكومية,الرياض,ابتدائي,16.4,87.9,8.5,نعم,نعم,71,77,75,76
S0580,ذكر,حكومية,الدمام,دراسات عليا,6.9,91.0,4,نعم,نعم,42,47,58,47
S0581,أنثى,حكومية,جدة,ثانوي,8.7,100,8.2,لا,نعم,64,58,80,64
S0582,أنثى,حكومية,الدمام,ثانوي,21.5,95.1,5.7,لا,نعم,82,83,81,83
S0583,أنثى,حكومية,الرياض,ابتدائي,12.4,78.0,,نعم,نعم,69,59,72,52
S0584,أنثى,حكومية,الدمام,جامعي,10.4,92.4,6.7,لا,نعم,83,77,93,81
S0585,ذكر,حكومية,الرياض,دراسات عليا,13.6,92.0,6.5,نعم,نعم,68,72,87,85
S0586,ذكر,حكومية,الرياض,ابتدائي,9.6,92.0,7.6,نعم,نعم,58,59,66,66
S0587,ذكر,أهلية,جدة,جامعي,18.1,88.8,7.8,لا,لا,78,84,86,80
S0588,ذكر,حكومية,الرياض,ابتدائي,14.8,77.9,8.1,لا,نعم,58,54,64,52
S0589,ذكر,حكومية,أبها,ابتدائي,8.9,90.6,4.2,نعم,لا,47,55,49,39
S0590,ذكر,حكومية,الرياض,جامعي,9.3,84.8,6.7,نعم,نعم,56,56,77,54
S0591,ذكر,حكومية,الرياض,ثانوي,8.1,88.8,6.2,نعم,نعم,57,35,53,49
S0592,أنثى,حكومية,الرياض,ثانوي,19.0,87.4,8.0,نعم,نعم,66,77,83,85
S0593,ذكر,حكومية,أبها,ثانوي,13.8,98.3,6.8,لا,نعم,70,86,86,76
S0594,ذكر,حكومية,جدة,جامعي,7.5,75.5,5.8,لا,نعم,55,62,63,57
S0595,أنثى,حكومية,الرياض,جامعي,4.8,78.6,7.6,نعم,نعم,58,48,67,69
S0596,أنثى,حكومية,الرياض,جامعي,11.3,78.8,7.4,نعم,نعم,52,63,68,65
S0597,أنثى,حكومية,أبها,ثانوي,10.6,71.9,5.4,لا,نعم,42,47,49,40
S0598,أنثى,حكومية,أبها,ابتدائي,9.5,73.4,5.8,نعم,نعم,52,63,71,55
S0599,أنثى,حكومية,الرياض,ثانوي,15.1,96.9,8.2,نعم,نعم,67,69,67,56
S0600,ذكر,حكومية,الرياض,جامعي,12.1,95.3,5.5,لا,نعم,61,61,84,63
