order_id,order_date,city,category,product,unit_price,quantity,discount,payment_method,customer_type,rating
ORD-10517,2025-04-16,الدمام,إلكترونيات,لوحة مفاتيح,129,3,0.1,محفظة إلكترونية,عائد,5
ORD-10518,2025-04-16,الرياض,ملابس,قميص قطني,79,1,0,محفظة إلكترونية,عائد,5
ORD-10519,2025-04-16,أبها,إلكترونيات,لوحة مفاتيح,129,1,0,بطاقة,جديد,3
ORD-10520,2025-04-16,الرياض,المنزل,مصباح مكتب,89,1,0,محفظة إلكترونية,عائد,3
ORD-10521,2025-04-16,مكة,أغذية,قهوة مختصة,65,4,0.05,بطاقة,جديد,3
ORD-10522,2025-04-17,جدة,ملابس,جاكيت,199,1,0.1,بطاقة,جديد,3
ORD-10523,2025-04-17,الرياض,أغذية,قهوة مختصة,65,2,0,بطاقة,جديد,5
ORD-10524,2025-04-17,المدينة,أغذية,تمر فاخر,95,2,0.05,بطاقة,عائد,
ORD-10525,2025-04-17,مكة,ملابس,حذاء رياضي,249,2,0.05,بطاقة,جديد,5
ORD-10526,2025-04-17,الدمام,كتب,كتاب برمجة,120,1,0.1,بطاقة,جديد,5
ORD-10527,2025-04-17,مكة,إلكترونيات,سماعة لاسلكية,149,3,0,تحويل بنكي,عائد,4
ORD-10528,2025-04-18,الرياض,كتب,رواية,45,1,0,بطاقة,جديد,3
ORD-10529,2025-04-18,الرياض,إلكترونيات,ساعة ذكية,399,2,0,تحويل بنكي,عائد,4
ORD-10530,2025-04-18,جدة,إلكترونيات,سماعة لاسلكية,149,3,0,محفظة إلكترونية,عائد,
ORD-10531,2025-04-18,الدمام,أغذية,عسل سدر,180,2,0.1,محفظة إلكترونية,عائد,3
ORD-10532,2025-04-18,جدة,كتب,رواية,45,1,0.05,بطاقة,عائد,3
ORD-10533,2025-04-19,الرياض,أغذية,تمر فاخر,95,3,0.1,بطاقة,جديد,3
ORD-10534,2025-04-19,الرياض,المنزل,مصباح مكتب,89,1,0,الدفع عند الاستلام,عائد,5
ORD-10535,2025-04-19,الدمام,أغذية,قهوة مختصة,65,1,0,الدفع عند الاستلام,عائد,5
ORD-10536,2025-04-19,المدينة,كتب,رواية,45,2,0,الدفع عند الاستلام,عائد,
ORD-10537,2025-04-19,جدة,كتب,رواية,45,4,0,بطاقة,جديد,5
ORD-10538,2025-04-20,الرياض,ملابس,جاكيت,199,3,0.1,تحويل بنكي,جديد,3
ORD-10539,2025-04-20,الرياض,إلكترونيات,سماعة لاسلكية,149,1,0,بطاقة,عائد,5
ORD-10540,2025-04-20,جدة,أغذية,تمر فاخر,95,4,0.2,محفظة إلكترونية,جديد,2
ORD-10541,2025-04-20,المدينة,المنزل,طقم أواني,299,2,0,الدفع عند الاستلام,جديد,
ORD-10542,2025-04-20,الرياض,ملابس,حذاء رياضي,249,1,0.1,بطاقة,عائد,3
ORD-10543,2025-04-21,الرياض,إلكترونيات,ساعة ذكية,399,2,0,تحويل بنكي,جديد,2
ORD-10544,2025-04-21,الرياض,كتب,رواية,45,2,0,بطاقة,عائد,1
ORD-10545,2025-04-21,أبها,إلكترونيات,سماعة لاسلكية,149,2,0.05,بطاقة,عائد,
ORD-10546,2025-04-21,أبها,كتب,رواية,45,3,0,الدفع عند الاستلام,عائد,3
ORD-10547,2025-04-21,الرياض,إلكترونيات,شاحن سريع,59,1,0,الدفع عند الاستلام,عائد,2
ORD-10548,2025-04-22,المدينة,إلكترونيات,ساعة ذكية,399,1,0,بطاقة,جديد,5
ORD-10549,2025-04-22,جدة,إلكترونيات,شاحن سريع,59,1,0,بطاقة,جديد,5
ORD-10550,2025-04-22,جدة,أغذية,عسل سدر,180,2,0,بطاقة,جديد,5
ORD-10551,2025-04-22,أبها,المنزل,مصباح مكتب,89,4,0,بطاقة,عائد,4
ORD-10552,2025-04-22,مكة,المنزل,طقم أواني,299,2,0.05,بطاقة,جديد,3
ORD-10553,2025-04-23,الدمام,ملابس,قميص قطني,79,1,0,تحويل بنكي,جديد,4
ORD-10554,2025-04-23,جدة,ملابس,جاكيت,199,1,0,الدفع عند الاستلام,عائد,4
ORD-10555,2025-04-23,الرياض,ملابس,قميص قطني,79,1,0,بطاقة,جديد,3
ORD-10556,2025-04-23,جدة,ملابس,حذاء رياضي,249,1,0,بطاقة,عائد,5
ORD-10557,2025-04-23,الدمام,ملابس,قميص قطني,79,1,0.1,بطاقة,عائد,
ORD-10558,2025-04-23,الدمام,أغذية,قهوة مختصة,65,3,0.2,بطاقة,عائد,
ORD-10559,2025-04-24,الدمام,ملابس,جاكيت,199,2,0.1,الدفع عند الاستلام,عائد,5
ORD-10560,2025-04-24,أبها,المنزل,مصباح مكتب,89,2,0,محفظة إلكترونية,جديد,3
ORD-10561,2025-04-24,جدة,ملابس,جاكيت,199,1,0,الدفع عند الاستلام,عائد,4
ORD-10562,2025-04-24,الرياض,أغذية,قهوة مختصة,65,3,0.05,بطاقة,عائد,5
ORD-10563,2025-04-24,مكة,ملابس,قميص قطني,79,1,0,الدفع عند الاستلام,عائد,
ORD-10564,2025-04-24,الرياض,كتب,كتاب برمجة,120,1,0,بطاقة,جديد,4
ORD-10565,2025-04-24,الدمام,أغذية,قهوة مختصة,65,2,0,محفظة إلكترونية,عائد,4
ORD-10566,2025-04-24,الدمام,المنزل,مصباح مكتب,89,2,0,محفظة إلكترونية,جديد,5
ORD-10567,2025-04-25,جدة,إلكترونيات,سماعة لاسلكية,149,2,0,الدفع عند الاستلام,جديد,4
ORD-10568,2025-04-25,جدة,المنزل,طقم أواني,299,2,0,بطاقة,جديد,4
ORD-10569,2025-04-25,أبها,أغذية,قهوة مختصة,65,2,0,محفظة إلكترونية,عائد,5
ORD-10570,2025-04-25,جدة,إلكترونيات,سماعة لاسلكية,149,1,0,بطاقة,عائد,3
ORD-10571,2025-04-25,الرياض,المنزل,طقم أواني,299,1,0.1,بطاقة,عائد,
ORD-10572,2025-04-25,الرياض,المنزل,مصباح مكتب,89,1,0,محفظة إلكترونية,عائد,5
ORD-10573,2025-04-26,الرياض,إلكترونيات,سماعة لاسلكية,149,2,0,بطاقة,عائد,5
ORD-10574,2025-04-26,الرياض,ملابس,جاكيت,199,2,0.1,تحويل بنكي,جديد,3
ORD-10575,2025-04-26,جدة,المنزل,مصباح مكتب,89,2,0,تحويل بنكي,عائد,
ORD-10576,2025-04-26,جدة,ملابس,حذاء رياضي,249,2,0,تحويل بنكي,عائد,
ORD-10577,2025-04-26,المدينة,إلكترونيات,ساعة ذكية,399,2,0,الدفع عند الاستلام,عائد,5
ORD-10578,2025-04-27,الدمام,المنزل,وسادة طبية,119,1,0,بطاقة,جديد,5
ORD-10579,2025-04-27,الدمام,المنزل,طقم أواني,299,1,0.2,الدفع عند الاستلام,جديد,5
ORD-10580,2025-04-27,الدمام,إلكترونيات,ساعة ذكية,399,1,0.1,تحويل بنكي,عائد,5
ORD-10581,2025-04-27,الرياض,ملابس,جاكيت,199,1,0.1,بطاقة,عائد,3
ORD-10582,2025-04-27,الدمام,ملابس,قميص قطني,79,1,0,بطاقة,عائد,5
ORD-10583,2025-04-28,الرياض,كتب,كتاب برمجة,120,2,0,بطاقة,عائد,
ORD-10584,2025-04-28,الرياض,إلكترونيات,ساعة ذكية,399,3,0,بطاقة,عائد,5
ORD-10585,2025-04-28,المدينة,إلكترونيات,لوحة مفاتيح,129,1,0,بطاقة,عائد,5
ORD-10586,2025-04-28,مكة,كتب,كتاب برمجة,120,3,0,تحويل بنكي,عائد,4
ORD-10587,2025-04-28,الدمام,المنزل,طقم أواني,299,1,0.2,بطاقة,عائد,5
ORD-10588,2025-04-28,الرياض,أغذية,تمر فاخر,95,1,0,محفظة إلكترونية,جديد,4
ORD-10589,2025-04-29,الرياض,كتب,كتاب برمجة,120,1,0,محفظة إلكترونية,عائد,4
ORD-10590,2025-04-29,الرياض,إلكترونيات,لوحة مفاتيح,129,1,0,بطاقة,جديد,5
ORD-10591,2025-04-30,الدمام,إلكترونيات,شاحن سريع,59,4,0.2,بطاقة,جديد,4
ORD-10592,2025-04-30,أبها,أغذية,تمر فاخر,95,2,0,الدفع عند الاستلام,جديد,
ORD-10593,2025-05-01,جدة,ملابس,قميص قطني,79,2,0.1,الدفع عند الاستلام,جديد,5
ORD-10594,2025-05-01,الرياض,المنزل,مصباح مكتب,89,1,0,محفظة إلكترونية,عائد,3
ORD-10595,2025-05-01,جدة,المنزل,وسادة طبية,119,1,0,محفظة إلكترونية,عائد,5
ORD-10596,2025-05-01,الدمام,أغذية,تمر فاخر,95,2,0,بطاقة,عائد,3
ORD-10597,2025-05-01,الرياض,أغذية,قهوة مختصة,65,3,0,محفظة إلكترونية,جديد,4
ORD-10598,2025-05-02,الرياض,إلكترونيات,شاحن سريع,59,1,0.2,بطاقة,جديد,5
ORD-10599,2025-05-02,أبها,المنزل,مصباح مكتب,89,2,0,الدفع عند الاستلام,عائد,3
ORD-10600,2025-05-02,الرياض,المنزل,وسادة طبية,119,2,0,الدفع عند الاستلام,عائد,4
ORD-10601,2025-05-02,الدمام,أغذية,تمر فاخر,95,1,0.2,تحويل بنكي,عائد,5
ORD-10602,2025-05-02,أبها,المنزل,طقم أواني,299,1,0,بطاقة,جديد,4
ORD-10603,2025-05-02,الدمام,إلكترونيات,ساعة ذكية,399,2,0,الدفع عند الاستلام,جديد,4
ORD-10604,2025-05-02,جدة,المنزل,مصباح مكتب,89,1,0,بطاقة,جديد,4
ORD-10605,2025-05-03,الرياض,إلكترونيات,سماعة لاسلكية,149,1,0.05,بطاقة,عائد,4
ORD-10606,2025-05-03,الدمام,ملابس,جاكيت,199,1,0,تحويل بنكي,عائد,
ORD-10607,2025-05-03,الرياض,كتب,كتاب برمجة,120,1,0,محفظة إلكترونية,جديد,5
ORD-10608,2025-05-03,أبها,إلكترونيات,ساعة ذكية,399,2,0,بطاقة,عائد,5
ORD-10609,2025-05-04,المدينة,ملابس,حذاء رياضي,249,1,0,بطاقة,جديد,5
ORD-10610,2025-05-04,جدة,ملابس,قميص قطني,79,1,0,محفظة إلكترونية,عائد,1
ORD-10611,2025-05-05,مكة,أغذية,عسل سدر,180,2,0,محفظة إلكترونية,جديد,5
ORD-10612,2025-05-05,جدة,أغذية,عسل سدر,180,2,0.05,بطاقة,عائد,4
ORD-10613,2025-05-05,الرياض,كتب,كتاب برمجة,120,1,0,بطاقة,جديد,
ORD-10614,2025-05-05,الرياض,أغذية,عسل سدر,180,1,0,محفظة إلكترونية,جديد,5
ORD-10615,2025-05-05,مكة,أغذية,قهوة مختصة,65,1,0,بطاقة,جديد,5
ORD-10616,2025-05-05,أبها,أغذية,عسل سدر,180,4,0,الدفع عند الاستلام,عائد,5
ORD-10617,2025-05-06,جدة,المنزل,وسادة طبية,119,2,0,بطاقة,عائد,5
ORD-10618,2025-05-06,الرياض,أغذية,قهوة مختصة,65,4,0,الدفع عند الاستلام,عائد,2
ORD-10619,2025-05-06,الرياض,كتب,رواية,45,1,0,بطاقة,جديد,5
ORD-10620,2025-05-06,جدة,ملابس,حذاء رياضي,249,2,0,محفظة إلكترونية,عائد,
ORD-10621,2025-05-07,الرياض,ملابس,جاكيت,199,2,0.1,بطاقة,عائد,
ORD-10622,2025-05-07,المدينة,أغذية,تمر فاخر,95,1,0.05,بطاقة,عائد,4
ORD-10623,2025-05-08,الدمام,إلكترونيات,شاحن سريع,59,1,0,بطاقة,عائد,4
ORD-10624,2025-05-08,الرياض,المنزل,وسادة طبية,119,1,0,بطاقة,جديد,4
ORD-10625,2025-05-08,جدة,إلكترونيات,شاحن سريع,59,1,0,تحويل بنكي,جديد,1
ORD-10626,2025-05-08,الرياض,ملابس,حذاء رياضي,249,2,0,محفظة إلكترونية,عائد,3
ORD-10627,2025-05-09,الرياض,أغذية,تمر فاخر,95,1,0,بطاقة,عائد,
ORD-10628,2025-05-09,الدمام,المنزل,وسادة طبية,119,2,0,محفظة إلكترونية,عائد,4
ORD-10629,2025-05-09,جدة,ملابس,جاكيت,199,1,0.1,محفظة إلكترونية,جديد,5
ORD-10630,2025-05-09,الرياض,المنزل,مصباح مكتب,89,1,0,الدفع عند الاستلام,عائد,4
ORD-10631,2025-05-09,الرياض,كتب,رواية,45,3,0,بطاقة,عائد,3
ORD-10632,2025-05-09,الرياض,إلكترونيات,سماعة لاسلكية,149,1,0.1,بطاقة,جديد,4
ORD-10633,2025-05-10,الرياض,المنزل,وسادة طبية,119,1,0.1,بطاقة,جديد,1
ORD-10634,2025-05-10,الرياض,كتب,رواية,45,1,0,بطاقة,جديد,
ORD-10635,2025-05-10,جدة,إلكترونيات,ساعة ذكية,399,1,0,محفظة إلكترونية,عائد,3
ORD-10636,2025-05-10,جدة,إلكترونيات,سماعة لاسلكية,149,1,0.1,بطاقة,عائد,5
ORD-10637,2025-05-10,الدمام,كتب,رواية,45,1,0,تحويل بنكي,عائد,4
ORD-10638,2025-05-11,جدة,إلكترونيات,شاحن سريع,59,1,0.05,محفظة إلكترونية,جديد,
ORD-10639,2025-05-11,جدة,أغذية,قهوة مختصة,65,1,0.05,الدفع عند الاستلام,جديد,5
ORD-10640,2025-05-11,أبها,المنزل,مصباح مكتب,89,3,0,تحويل بنكي,عائد,5
ORD-10641,2025-05-11,جدة,إلكترونيات,ساعة ذكية,399,1,0,الدفع عند الاستلام,عائد,3
ORD-10642,2025-05-11,الرياض,ملابس,حذاء رياضي,249,1,0,محفظة إلكترونية,عائد,1
ORD-10643,2025-05-12,جدة,المنزل,وسادة طبية,119,3,0,بطاقة,عائد,5
ORD-10644,2025-05-12,المدينة,ملابس,قميص قطني,79,2,0.1,محفظة إلكترونية,عائد,3
ORD-10645,2025-05-12,الرياض,المنزل,طقم أواني,299,1,0,تحويل بنكي,جديد,4
ORD-10646,2025-05-12,الرياض,ملابس,جاكيت,199,1,0,الدفع عند الاستلام,جديد,5
ORD-10647,2025-05-13,الرياض,أغذية,قهوة مختصة,65,2,0,بطاقة,عائد,3
ORD-10648,2025-05-13,جدة,إلكترونيات,ساعة ذكية,399,3,0,بطاقة,جديد,5
ORD-10649,2025-05-13,أبها,إلكترونيات,شاحن سريع,59,2,0,الدفع عند الاستلام,عائد,5
ORD-10650,2025-05-14,مكة,المنزل,وسادة طبية,119,1,0,بطاقة,عائد,
ORD-10651,2025-05-14,الدمام,أغذية,عسل سدر,180,2,0,بطاقة,جديد,5
ORD-10652,2025-05-14,الرياض,إلكترونيات,شاحن سريع,59,3,0.1,الدفع عند الاستلام,عائد,4
ORD-10653,2025-05-14,جدة,أغذية,عسل سدر,180,4,0,بطاقة,جديد,3
ORD-10654,2025-05-15,الدمام,ملابس,قميص قطني,79,1,0,محفظة إلكترونية,عائد,4
ORD-10655,2025-05-15,الرياض,المنزل,وسادة طبية,119,4,0,بطاقة,عائد,
ORD-10656,2025-05-15,جدة,أغذية,قهوة مختصة,65,2,0,محفظة إلكترونية,جديد,3
ORD-10657,2025-05-16,الدمام,ملابس,جاكيت,199,2,0,بطاقة,عائد,5
ORD-10658,2025-05-16,مكة,كتب,كتاب برمجة,120,2,0,محفظة إلكترونية,عائد,5
ORD-10659,2025-05-16,المدينة,ملابس,قميص قطني,79,1,0,تحويل بنكي,عائد,
ORD-10660,2025-05-16,مكة,المنزل,وسادة طبية,119,2,0,بطاقة,جديد,3
ORD-10661,2025-05-16,الدمام,المنزل,مصباح مكتب,89,1,0.1,محفظة إلكترونية,جديد,4
ORD-10662,2025-05-17,الرياض,المنزل,مصباح مكتب,89,2,0.05,تحويل بنكي,جديد,3
ORD-10663,2025-05-17,مكة,إلكترونيات,سماعة لاسلكية,149,1,0.1,بطاقة,جديد,5
ORD-10664,2025-05-17,الرياض,أغذية,تمر فاخر,95,1,0,بطاقة,عائد,
ORD-10665,2025-05-17,المدينة,المنزل,وسادة طبية,119,3,0,محفظة إلكترونية,عائد,5
ORD-10666,2025-05-17,أبها,ملابس,قميص قطني,79,2,0,بطاقة,عائد,5
ORD-10667,2025-05-18,المدينة,إلكترونيات,سماعة لاسلكية,149,4,0.05,بطاقة,جديد,5
ORD-10668,2025-05-18,الرياض,ملابس,جاكيت,199,1,0,الدفع عند الاستلام,جديد,4
ORD-10669,2025-05-18,جدة,المنزل,وسادة طبية,119,4,0.2,بطاقة,عائد,4
ORD-10670,2025-05-19,أبها,المنزل,مصباح مكتب,89,2,0.1,محفظة إلكترونية,جديد,4
ORD-10671,2025-05-19,أبها,ملابس,جاكيت,199,2,0,تحويل بنكي,جديد,
ORD-10672,2025-05-19,الرياض,إلكترونيات,شاحن سريع,59,1,0,محفظة إلكترونية,عائد,5
ORD-10673,2025-05-19,الرياض,إلكترونيات,ساعة ذكية,399,1,0,تحويل بنكي,عائد,4
ORD-10674,2025-05-20,الرياض,ملابس,حذاء رياضي,249,1,0.1,محفظة إلكترونية,عائد,
ORD-10675,2025-05-20,المدينة,كتب,كتاب برمجة,120,1,0.05,محفظة إلكترونية,جديد,5
ORD-10676,2025-05-20,جدة,المنزل,مصباح مكتب,89,2,0,محفظة إلكترونية,جديد,4
ORD-10677,2025-05-20,أبها,أغذية,عسل سدر,180,2,0,تحويل بنكي,جديد,4
ORD-10678,2025-05-20,الدمام,إلكترونيات,ساعة ذكية,399,1,0,بطاقة,عائد,
ORD-10679,2025-05-20,جدة,ملابس,جاكيت,199,2,0,بطاقة,جديد,4
ORD-10680,2025-05-21,أبها,إلكترونيات,سماعة لاسلكية,149,2,0,الدفع عند الاستلام,جديد,4
ORD-10681,2025-05-21,أبها,ملابس,حذاء رياضي,249,1,0,محفظة إلكترونية,عائد,4
ORD-10682,2025-05-21,الدمام,إلكترونيات,لوحة مفاتيح,129,1,0,بطاقة,عائد,5
ORD-10683,2025-05-21,الرياض,ملابس,حذاء رياضي,249,4,0.05,بطاقة,عائد,
ORD-10684,2025-05-22,الدمام,إلكترونيات,ساعة ذكية,399,3,0,بطاقة,عائد,4
ORD-10685,2025-05-22,الدمام,أغذية,تمر فاخر,95,3,0,محفظة إلكترونية,جديد,5
ORD-10686,2025-05-22,جدة,المنزل,مصباح مكتب,89,3,0.1,بطاقة,جديد,
ORD-10687,2025-05-22,الرياض,ملابس,قميص قطني,79,1,0,محفظة إلكترونية,عائد,5
ORD-10688,2025-05-22,الرياض,ملابس,قميص قطني,79,3,0.05,الدفع عند الاستلام,عائد,2
ORD-10689,2025-05-23,مكة,كتب,رواية,45,1,0,بطاقة,جديد,5
ORD-10690,2025-05-23,الرياض,كتب,كتاب برمجة,120,2,0.05,بطاقة,عائد,4
ORD-10691,2025-05-23,الرياض,كتب,كتاب برمجة,120,1,0,بطاقة,عائد,4
ORD-10692,2025-05-23,المدينة,إلكترونيات,ساعة ذكية,399,1,0,بطاقة,جديد,
ORD-10693,2025-05-23,الرياض,ملابس,حذاء رياضي,249,2,0,بطاقة,جديد,5
ORD-10694,2025-05-23,جدة,أغذية,تمر فاخر,95,2,0,الدفع عند الاستلام,عائد,5
ORD-10695,2025-05-24,مكة,إلكترونيات,لوحة مفاتيح,129,1,0.05,الدفع عند الاستلام,عائد,5
ORD-10696,2025-05-24,جدة,أغذية,تمر فاخر,95,3,0,بطاقة,جديد,5
ORD-10697,2025-05-24,جدة,إلكترونيات,ساعة ذكية,399,1,0.1,تحويل بنكي,جديد,5
ORD-10698,2025-05-25,المدينة,ملابس,جاكيت,199,2,0,محفظة إلكترونية,عائد,5
ORD-10699,2025-05-25,الرياض,المنزل,وسادة طبية,119,2,0.05,تحويل بنكي,جديد,
ORD-10700,2025-05-25,الدمام,إلكترونيات,لوحة مفاتيح,129,1,0,الدفع عند الاستلام,جديد,5
ORD-10701,2025-05-25,الدمام,إلكترونيات,ساعة ذكية,399,2,0,محفظة إلكترونية,عائد,4
ORD-10702,2025-05-26,الدمام,ملابس,جاكيت,199,2,0.05,محفظة إلكترونية,عائد,4
ORD-10703,2025-05-26,جدة,ملابس,حذاء رياضي,249,1,0,محفظة إلكترونية,جديد,4
ORD-10704,2025-05-27,مكة,المنزل,طقم أواني,299,4,0,بطاقة,عائد,5
ORD-10705,2025-05-27,أبها,ملابس,قميص قطني,79,3,0.05,محفظة إلكترونية,عائد,
ORD-10706,2025-05-27,أبها,ملابس,جاكيت,199,4,0.05,الدفع عند الاستلام,عائد,4
ORD-10707,2025-05-27,المدينة,كتب,رواية,45,2,0,بطاقة,عائد,5
ORD-10708,2025-05-27,مكة,المنزل,طقم أواني,299,1,0,بطاقة,عائد,4
ORD-10709,2025-05-27,الرياض,أغذية,تمر فاخر,95,3,0.05,الدفع عند الاستلام,عائد,
ORD-10710,2025-05-27,أبها,كتب,كتاب برمجة,120,2,0,تحويل بنكي,عائد,5
ORD-10711,2025-05-27,الرياض,أغذية,تمر فاخر,95,1,0.1,بطاقة,عائد,4
ORD-10712,2025-05-28,جدة,ملابس,حذاء رياضي,249,2,0,محفظة إلكترونية,عائد,5
ORD-10713,2025-05-28,الرياض,ملابس,حذاء رياضي,249,2,0,بطاقة,جديد,3
ORD-10714,2025-05-28,الرياض,ملابس,قميص قطني,79,3,0.05,بطاقة,عائد,5
ORD-10715,2025-05-29,المدينة,إلكترونيات,سماعة لاسلكية,149,1,0,بطاقة,جديد,2
ORD-10716,2025-05-29,الرياض,المنزل,مصباح مكتب,89,2,0,بطاقة,عائد,4
ORD-10717,2025-05-29,الرياض,إلكترونيات,لوحة مفاتيح,129,1,0,تحويل بنكي,عائد,4
ORD-10718,2025-05-29,الرياض,ملابس,قميص قطني,79,1,0.1,تحويل بنكي,جديد,5
ORD-10719,2025-05-29,الرياض,كتب,رواية,45,1,0,محفظة إلكترونية,عائد,5
ORD-10720,2025-05-29,الرياض,ملابس,قميص قطني,79,1,0,الدفع عند الاستلام,عائد,
ORD-10721,2025-05-29,مكة,ملابس,حذاء رياضي,249,1,0,محفظة إلكترونية,عائد,5
ORD-10722,2025-05-30,أبها,المنزل,وسادة طبية,119,1,0.05,بطاقة,جديد,3
ORD-10723,2025-05-30,الرياض,المنزل,وسادة طبية,119,1,0,بطاقة,عائد,5
ORD-10724,2025-05-30,الرياض,كتب,رواية,45,2,0,تحويل بنكي,جديد,
ORD-10725,2025-05-30,مكة,أغذية,عسل سدر,180,2,0,بطاقة,جديد,5
ORD-10726,2025-05-30,الدمام,إلكترونيات,ساعة ذكية,399,1,0.05,بطاقة,جديد,5
ORD-10727,2025-05-30,جدة,إلكترونيات,لوحة مفاتيح,129,3,0.2,محفظة إلكترونية,جديد,2
ORD-10728,2025-05-31,الرياض,المنزل,طقم أواني,299,2,0.2,بطاقة,جديد,3
ORD-10729,2025-05-31,الرياض,أغذية,قهوة مختصة,65,3,0,بطاقة,جديد,
ORD-10730,2025-05-31,جدة,ملابس,جاكيت,199,1,0,بطاقة,جديد,5
ORD-10731,2025-06-01,الرياض,إلكترونيات,لوحة مفاتيح,129,1,0.05,بطاقة,جديد,4
ORD-10732,2025-06-01,جدة,كتب,رواية,45,1,0,بطاقة,عائد,5
ORD-10733,2025-06-01,مكة,المنزل,طقم أواني,299,1,0.1,بطاقة,عائد,
ORD-10734,2025-06-01,أبها,كتب,كتاب برمجة,120,1,0.1,بطاقة,جديد,3
ORD-10735,2025-06-02,جدة,أغذية,عسل سدر,180,2,0,تحويل بنكي,جديد,4
ORD-10736,2025-06-02,جدة,أغذية,عسل سدر,180,1,0,تحويل بنكي,عائد,2
ORD-10737,2025-06-03,الدمام,أغذية,تمر فاخر,95,2,0,محفظة إلكترونية,عائد,5
ORD-10738,2025-06-03,جدة,ملابس,جاكيت,199,4,0,محفظة إلكترونية,جديد,4
ORD-10739,2025-06-03,أبها,أغذية,تمر فاخر,95,1,0,محفظة إلكترونية,جديد,4
ORD-10740,2025-06-04,الدمام,أغذية,تمر فاخر,95,3,0,محفظة إلكترونية,عائد,4
ORD-10741,2025-06-04,الدمام,المنزل,طقم أواني,299,1,0.05,بطاقة,عائد,4
ORD-10742,2025-06-04,الرياض,أغذية,تمر فاخر,95,1,0,بطاقة,جديد,4
ORD-10743,2025-06-05,أبها,إلكترونيات,شاحن سريع,59,1,0.05,الدفع عند الاستلام,جديد,3
ORD-10744,2025-06-05,مكة,أغذية,عسل سدر,180,4,0,بطاقة,جديد,4
ORD-10745,2025-06-05,جدة,أغذية,عسل سدر,180,1,0.05,بطاقة,عائد,4
ORD-10746,2025-06-06,مكة,كتب,كتاب برمجة,120,3,0,محفظة إلكترونية,عائد,4
ORD-10747,2025-06-06,الرياض,المنزل,طقم أواني,299,4,0,الدفع عند الاستلام,جديد,
ORD-10748,2025-06-06,الرياض,أغذية,عسل سدر,180,3,0.1,محفظة إلكترونية,عائد,4
ORD-10749,2025-06-07,مكة,كتب,رواية,45,3,0,محفظة إلكترونية,جديد,
ORD-10750,2025-06-07,أبها,ملابس,حذاء رياضي,249,1,0.1,محفظة إلكترونية,جديد,2
ORD-10751,2025-06-07,جدة,ملابس,قميص قطني,79,1,0,بطاقة,عائد,4
ORD-10752,2025-06-07,الرياض,ملابس,جاكيت,199,4,0.1,بطاقة,جديد,4
ORD-10753,2025-06-08,أبها,ملابس,قميص قطني,79,3,0,الدفع عند الاستلام,جديد,5
ORD-10754,2025-06-08,الرياض,إلكترونيات,شاحن سريع,59,1,0,محفظة إلكترونية,عائد,5
ORD-10755,2025-06-08,الرياض,أغذية,عسل سدر,180,1,0,بطاقة,عائد,4
ORD-10756,2025-06-08,مكة,إلكترونيات,شاحن سريع,59,1,0,بطاقة,جديد,3
ORD-10757,2025-06-08,الرياض,المنزل,وسادة طبية,119,2,0.05,الدفع عند الاستلام,عائد,4
ORD-10758,2025-06-09,جدة,أغذية,عسل سدر,180,2,0.1,الدفع عند الاستلام,جديد,
ORD-10759,2025-06-09,أبها,أغذية,قهوة مختصة,65,1,0,تحويل بنكي,جديد,3
ORD-10760,2025-06-09,جدة,المنزل,وسادة طبية,119,2,0,الدفع عند الاستلام,عائد,4
ORD-10761,2025-06-10,الرياض,المنزل,وسادة طبية,119,1,0.05,محفظة إلكترونية,جديد,5
ORD-10762,2025-06-10,المدينة,المنزل,وسادة طبية,119,1,0.05,بطاقة,جديد,
ORD-10763,2025-06-10,الرياض,المنزل,مصباح مكتب,89,1,0,محفظة إلكترونية,جديد,4
ORD-10764,2025-06-10,أبها,كتب,رواية,45,2,0,بطاقة,جديد,
ORD-10765,2025-06-11,أبها,المنزل,وسادة طبية,119,1,0.1,بطاقة,عائد,5
ORD-10766,2025-06-11,جدة,المنزل,مصباح مكتب,89,1,0,بطاقة,عائد,
ORD-10767,2025-06-11,الرياض,إلكترونيات,شاحن سريع,59,1,0,بطاقة,جديد,4
ORD-10768,2025-06-11,جدة,إلكترونيات,لوحة مفاتيح,129,1,0,محفظة إلكترونية,جديد,4
ORD-10769,2025-06-11,الرياض,المنزل,وسادة طبية,119,1,0,بطاقة,عائد,3
ORD-10770,2025-06-12,جدة,إلكترونيات,شاحن سريع,59,3,0,بطاقة,جديد,4
ORD-10771,2025-06-12,جدة,كتب,كتاب برمجة,120,1,0.05,محفظة إلكترونية,جديد,5
ORD-10772,2025-06-12,الدمام,المنزل,مصباح مكتب,89,1,0,محفظة إلكترونية,عائد,
ORD-10773,2025-06-12,الرياض,المنزل,وسادة طبية,119,2,0.1,الدفع عند الاستلام,عائد,5
ORD-10774,2025-06-13,مكة,أغذية,قهوة مختصة,65,5,0,الدفع عند الاستلام,عائد,5
ORD-10775,2025-06-13,الرياض,أغذية,عسل سدر,180,1,0,بطاقة,عائد,5
ORD-10776,2025-06-13,الرياض,إلكترونيات,شاحن سريع,59,1,0.05,بطاقة,جديد,5
ORD-10777,2025-06-14,المدينة,أغذية,قهوة مختصة,65,2,0,محفظة إلكترونية,عائد,5
ORD-10778,2025-06-14,المدينة,إلكترونيات,ساعة ذكية,399,3,0,بطاقة,جديد,5
